=== Job info ===
Job ID:   3179967
Node:     adroit-15
Start:    2026-05-03T00:57:15-04:00
Project:  /scratch/network/hp6068/db-engine-paradigms

=== CPU ===
Model name:                              Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz
Thread(s) per core:                      1
Core(s) per socket:                      16
Socket(s):                               2
CPU(s) scaling MHz:                      84%
CPU max MHz:                             3700.0000
CPU min MHz:                             1000.0000

=== NUMA ===
available: 2 nodes (0-1)
node 0 cpus: 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30
node 0 size: 191395 MB
node 0 free: 113614 MB
node 1 cpus: 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31
node 1 size: 193528 MB
node 1 free: 118499 MB
node distances:
node     0    1 
   0:   10   21 
   1:   21   10 

=== Kernel ===
randomize_va_space: 2
================

############################################
### vectorSize=1
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
     q2.2 vectorwise,  1081.281,     1.000,     2.107,     3.241,  1110.451,    19.354,     0.075,     0.011,     1.054,    40.782,     0.111,     0.109,     0.111,     2.129,     7.741,     4.587,     0.002,     0.000,     5.972,
     q2.3 hyper     ,   679.498,     1.000,     2.579,     3.240,  1151.921,    12.160,     0.066,     0.001,     0.126,    31.362,     0.053,     0.071,     0.053,     0.014,    14.100,     1.098,     0.000,     0.000,     3.753,
     q2.3 vectorwise,   722.121,     1.000,     2.908,     3.242,  1095.089,    12.931,     0.066,     0.001,     0.167,    37.605,     0.081,     0.072,     0.081,     1.641,     6.667,     1.243,     0.000,     0.000,     3.988,
     q3.1 hyper     ,  2436.204,     1.000,     1.018,     3.233,  3509.187,    43.517,     0.188,     0.037,     1.148,    44.280,     0.229,     0.774,     0.229,     1.447,    17.783,    14.847,     0.008,     0.000,    13.462,
     q3.1 vectorwise,  3765.300,     1.000,     1.205,     3.236,  2366.420,    67.323,     0.174,     0.067,     1.337,    81.126,     0.625,     0.807,     0.625,     6.908,    19.738,    23.174,     0.015,     0.000,    20.806,
     q3.2 hyper     ,  1040.928,     1.000,     1.807,     3.234,  2061.538,    18.604,     0.104,     0.008,     0.463,    33.623,     0.058,     0.194,     0.058,     1.022,    14.536,     4.187,     0.002,     0.000,     5.752,
     q3.2 vectorwise,  1250.189,     1.000,     1.958,     3.238,  1682.509,    22.367,     0.092,     0.012,     0.553,    43.794,     0.125,     0.190,     0.125,     2.502,     8.615,     5.936,     0.003,     0.000,     6.908,
     q3.3 hyper     ,   684.968,     1.000,     2.661,     3.239,  1389.396,    12.259,     0.072,     0.002,     0.303,    32.619,     0.023,     0.086,     0.023,     1.005,    14.195,     0.960,     0.000,     0.000,     3.785,
     q3.3 vectorwise,   721.316,     1.000,     2.956,     3.241,  1283.419,    12.920,     0.068,     0.003,     0.429,    38.185,     0.052,     0.084,     0.052,     1.726,     6.850,     1.689,     0.001,     0.000,     3.986,
     q3.4 hyper     ,   634.791,     1.000,     2.871,     3.238,  1510.296,    11.359,     0.072,     0.002,     0.302,    32.614,     0.023,     0.087,     0.023,     1.005,    14.186,     0.906,     0.000,     0.000,     3.508,
     q3.4 vectorwise,   714.427,     1.000,     2.979,     3.242,  1290.594,    12.798,     0.068,     0.002,     0.424,    38.132,     0.052,     0.083,     0.052,     1.717,     6.834,     1.613,     0.001,     0.000,     3.948,
     q4.1 hyper     ,  3295.554,     1.000,     0.769,     3.226,  2012.672,    58.429,     0.267,     0.099,     1.804,    44.909,     0.368,     0.597,     0.368,     0.185,    19.849,    26.244,     0.022,     0.000,    18.111,
     q4.1 vectorwise,  4376.044,     1.000,     0.927,     3.230,  1605.367,    77.665,     0.251,     0.127,     2.252,    71.967,     0.771,     0.633,     0.771,     5.971,    17.251,    30.719,     0.028,     0.000,    24.048,
     q4.2 hyper     ,  3228.203,     1.000,     0.749,     3.224,  2052.873,    57.197,     0.228,     0.077,     1.741,    42.814,     0.368,     0.597,     0.368,     0.108,    20.557,    25.248,     0.017,     0.000,    17.741,
     q4.2 vectorwise,  4081.686,     1.000,     0.954,     3.230,  1802.911,    72.442,     0.218,     0.100,     2.257,    69.126,     0.754,     0.663,     0.754,     5.475,    16.279,    28.020,     0.022,     0.000,    22.431,
     q4.3 hyper     ,  1525.059,     1.000,     1.352,     3.231,  1353.307,    27.082,     0.127,     0.020,     0.622,    36.610,     0.161,     0.186,     0.161,     0.019,    18.516,     8.847,     0.005,     0.000,     8.381,
     q4.3 vectorwise,  1661.445,     1.000,     1.584,     3.236,  1210.720,    29.542,     0.117,     0.031,     0.799,    46.808,     0.262,     0.181,     0.262,     2.950,     9.701,     8.415,     0.007,     0.000,     9.130,

############################################
### vectorSize=128
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
     q1.1 hyper     ,  1697.718,     1.000,     0.691,     3.244,  2011.168,    30.592,     0.309,     0.009,     0.332,    21.128,     0.689,     0.311,     0.689,     0.151,     8.259,     5.996,     0.002,     0.000,     9.431,
     q1.1 vectorwise,   729.556,     1.000,     1.942,     3.234,  4540.156,    13.108,     0.299,     0.024,     0.332,    25.457,     0.096,     0.301,     0.096,     2.744,     5.399,     3.559,     0.005,     0.000,     4.053,
     q1.2 hyper     ,   763.616,     1.000,     1.520,     3.240,  3629.372,    13.745,     0.251,     0.004,     0.230,    20.894,     0.204,     0.252,     0.204,     0.055,     8.734,     2.465,     0.001,     0.000,     4.242,
     q1.2 vectorwise,   528.530,     1.000,     2.333,     3.233,  5250.969,     9.493,     0.250,     0.026,     0.221,    22.148,     0.049,     0.253,     0.049,     2.472,     4.517,     2.174,     0.006,     0.000,     2.936,
     q1.3 hyper     ,   700.715,     1.000,     1.653,     3.239,  3930.218,    12.609,     0.249,     0.003,     0.228,    20.837,     0.172,     0.251,     0.172,     0.055,     8.692,     2.090,     0.001,     0.000,     3.893,
     q1.3 vectorwise,   515.636,     1.000,     2.368,     3.234,  5349.811,     9.263,     0.249,     0.026,     0.218,    21.938,     0.046,     0.251,     0.046,     2.440,     4.457,     2.041,     0.006,     0.000,     2.865,
     q2.1 hyper     ,  1936.240,     1.000,     0.972,     3.239,  1805.306,    34.641,     0.123,     0.030,     1.312,    33.678,     0.178,     0.316,     0.178,     0.091,    14.850,    13.271,     0.007,     0.000,    10.693,
     q2.1 vectorwise,  1920.395,     1.000,     1.354,     3.239,  1915.269,    34.348,     0.111,     0.045,     1.476,    46.521,     0.270,     0.333,     0.270,     2.839,     9.368,    11.292,     0.010,     0.000,    10.606,
     q2.2 hyper     ,   959.030,     1.000,     1.854,     3.241,  1136.830,    17.166,     0.076,     0.009,     0.957,    31.821,     0.071,     0.099,     0.071,     0.031,    14.250,     3.885,     0.002,     0.000,     5.297,
     q2.2 vectorwise,   994.963,     1.000,     2.174,     3.240,  1173.328,    17.802,     0.074,     0.011,     1.073,    38.697,     0.107,     0.106,     0.107,     1.806,     6.976,     4.055,     0.002,     0.000,     5.495,
     q2.3 hyper     ,   679.071,     1.000,     2.581,     3.240,  1152.575,    12.150,     0.066,     0.001,     0.126,    31.359,     0.053,     0.071,     0.053,     0.014,    14.099,     1.093,     0.000,     0.000,     3.750,
     q2.3 vectorwise,   675.029,     1.000,     2.971,     3.241,  1172.777,    12.083,     0.066,     0.001,     0.174,    35.894,     0.076,     0.072,     0.076,     1.380,     6.030,     1.131,     0.000,     0.000,     3.728,
     q3.1 hyper     ,  2421.546,     1.000,     1.024,     3.234,  3585.197,    43.278,     0.187,     0.037,     1.164,    44.316,     0.229,     0.786,     0.229,     1.448,    17.781,    14.708,     0.008,     0.000,    13.381,
     q3.1 vectorwise,  3320.265,     1.000,     1.236,     3.236,  2684.450,    59.368,     0.175,     0.067,     1.450,    73.361,     0.570,     0.807,     0.570,     5.539,    16.871,    19.655,     0.015,     0.000,    18.347,
     q3.2 hyper     ,  1025.345,     1.000,     1.834,     3.236,  2085.888,    18.333,     0.104,     0.008,     0.466,    33.619,     0.058,     0.194,     0.058,     1.021,    14.536,     4.049,     0.002,     0.000,     5.666,
     q3.2 vectorwise,  1169.577,     1.000,     1.986,     3.239,  1750.365,    20.934,     0.091,     0.012,     0.562,    41.569,     0.116,     0.185,     0.116,     2.152,     7.784,     5.551,     0.003,     0.000,     6.463,
     q3.3 hyper     ,   682.642,     1.000,     2.671,     3.239,  1391.742,    12.217,     0.072,     0.002,     0.302,    32.636,     0.023,     0.086,     0.023,     1.006,    14.191,     0.929,     0.000,     0.000,     3.772,
     q3.3 vectorwise,   676.930,     1.000,     3.008,     3.241,  1364.251,    12.124,     0.069,     0.002,     0.440,    36.465,     0.051,     0.084,     0.051,     1.462,     6.216,     1.534,     0.001,     0.000,     3.741,
     q3.4 hyper     ,   633.483,     1.000,     2.878,     3.237,  1512.681,    11.333,     0.072,     0.002,     0.302,    32.612,     0.023,     0.087,     0.023,     1.005,    14.179,     0.882,     0.000,     0.000,     3.501,
     q3.4 vectorwise,   672.015,     1.000,     3.025,     3.241,  1372.346,    12.037,     0.069,     0.002,     0.431,    36.412,     0.051,     0.083,     0.051,     1.452,     6.185,     1.482,     0.001,     0.000,     3.714,
     q4.1 hyper     ,  3298.329,     1.000,     0.769,     3.225,  2026.490,    58.455,     0.268,     0.099,     1.797,    44.937,     0.369,     0.602,     0.369,     0.188,    19.845,    26.283,     0.022,     0.000,    18.126,
     q4.1 vectorwise,  3881.265,     1.000,     0.943,     3.229,  1794.853,    68.876,     0.250,     0.116,     2.435,    64.959,     0.739,     0.627,     0.739,     4.756,    14.707,    25.599,     0.026,     0.000,    21.329,
     q4.2 hyper     ,  3214.499,     1.000,     0.751,     3.227,  2042.434,    57.001,     0.227,     0.077,     1.738,    42.780,     0.368,     0.591,     0.368,     0.103,    20.565,    25.067,     0.017,     0.000,    17.665,
     q4.2 vectorwise,  3605.283,     1.000,     0.986,     3.227,  2045.920,    63.943,     0.216,     0.089,     2.394,    63.025,     0.698,     0.664,     0.698,     4.473,    14.028,    23.726,     0.020,     0.000,    19.813,
     q4.3 hyper     ,  1516.742,     1.000,     1.358,     3.233,  1356.475,    26.951,     0.127,     0.020,     0.622,    36.605,     0.161,     0.185,     0.161,     0.021,    18.501,     8.717,     0.004,     0.000,     8.335,
     q4.3 vectorwise,  1450.796,     1.000,     1.665,     3.236,  1380.201,    25.804,     0.117,     0.032,     0.834,    42.957,     0.255,     0.180,     0.255,     2.331,     8.274,     6.791,     0.007,     0.000,     7.973,

############################################
### vectorSize=256
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
     q1.1 hyper     ,  1699.970,     1.000,     0.690,     3.243,  2008.311,    30.626,     0.309,     0.009,     0.331,    21.129,     0.689,     0.311,     0.689,     0.151,     8.257,     6.034,     0.002,     0.000,     9.444,
     q1.1 vectorwise,   653.109,     1.000,     2.016,     3.232,  5041.177,    11.726,     0.297,     0.032,     0.334,    23.634,     0.070,     0.300,     0.070,     2.469,     4.721,     3.164,     0.007,     0.000,     3.628,
     q1.2 hyper     ,   764.488,     1.000,     1.519,     3.239,  3625.474,    13.754,     0.251,     0.004,     0.230,    20.895,     0.204,     0.252,     0.204,     0.055,     8.734,     2.475,     0.001,     0.000,     4.247,
     q1.2 vectorwise,   534.849,     1.000,     2.158,     3.232,  5183.594,     9.603,     0.250,     0.052,     0.221,    20.722,     0.029,     0.252,     0.029,     2.290,     3.982,     2.985,     0.012,     0.000,     2.971,
     q1.3 hyper     ,   701.773,     1.000,     1.651,     3.238,  3925.331,    12.623,     0.249,     0.003,     0.228,    20.836,     0.172,     0.251,     0.172,     0.055,     8.690,     2.106,     0.001,     0.000,     3.899,
     q1.3 vectorwise,   523.276,     1.000,     2.184,     3.232,  5266.588,     9.396,     0.249,     0.052,     0.217,    20.517,     0.027,     0.251,     0.027,     2.259,     3.923,     2.876,     0.011,     0.000,     2.907,
     q2.1 hyper     ,  1975.782,     1.000,     0.954,     3.237,  1744.076,    35.326,     0.122,     0.029,     1.311,    33.691,     0.178,     0.312,     0.178,     0.093,    14.855,    13.681,     0.006,     0.000,    10.912,
     q2.1 vectorwise,  1732.831,     1.000,     1.405,     3.237,  2132.512,    30.977,     0.113,     0.044,     1.599,    43.529,     0.258,     0.334,     0.258,     2.335,     8.298,     9.622,     0.010,     0.000,     9.570,
     q2.2 hyper     ,   983.097,     1.000,     1.809,     3.240,  1122.460,    17.592,     0.076,     0.009,     0.957,    31.821,     0.072,     0.100,     0.072,     0.032,    14.252,     4.078,     0.002,     0.000,     5.430,
     q2.2 vectorwise,   917.545,     1.000,     2.273,     3.239,  1238.048,    16.415,     0.075,     0.011,     1.119,    37.314,     0.096,     0.103,     0.096,     1.588,     6.468,     3.454,     0.002,     0.000,     5.067,
     q2.3 hyper     ,   680.508,     1.000,     2.575,     3.240,  1150.763,    12.177,     0.066,     0.002,     0.127,    31.362,     0.053,     0.071,     0.053,     0.012,    14.108,     1.117,     0.000,     0.000,     3.758,
     q2.3 vectorwise,   637.963,     1.000,     3.063,     3.241,  1240.445,    11.419,     0.066,     0.001,     0.177,    34.980,     0.066,     0.072,     0.066,     1.246,     5.699,     1.042,     0.000,     0.000,     3.523,
     q3.1 hyper     ,  2464.213,     1.000,     1.007,     3.232,  3472.225,    44.007,     0.188,     0.036,     1.150,    44.306,     0.229,     0.775,     0.229,     1.448,    17.782,    15.247,     0.008,     0.000,    13.617,
     q3.1 vectorwise,  2904.354,     1.000,     1.322,     3.234,  3117.081,    51.896,     0.182,     0.059,     1.619,    68.583,     0.490,     0.820,     0.490,     4.697,    15.118,    15.510,     0.013,     0.000,    16.049,
     q3.2 hyper     ,  1037.546,     1.000,     1.813,     3.234,  2000.628,    18.541,     0.104,     0.007,     0.460,    33.623,     0.058,     0.188,     0.058,     1.021,    14.535,     4.169,     0.002,     0.000,     5.733,
     q3.2 vectorwise,  1103.396,     1.000,     2.032,     3.237,  1878.867,    19.734,     0.094,     0.012,     0.574,    40.102,     0.102,     0.188,     0.102,     1.915,     7.255,     5.181,     0.003,     0.000,     6.097,
     q3.3 hyper     ,   685.451,     1.000,     2.659,     3.239,  1386.412,    12.268,     0.072,     0.002,     0.303,    32.624,     0.023,     0.086,     0.023,     1.006,    14.186,     0.963,     0.000,     0.000,     3.788,
     q3.3 vectorwise,   643.221,     1.000,     3.088,     3.240,  1434.575,    11.518,     0.069,     0.002,     0.442,    35.570,     0.042,     0.084,     0.042,     1.322,     5.877,     1.436,     0.001,     0.000,     3.554,
     q3.4 hyper     ,   634.515,     1.000,     2.873,     3.237,  1505.358,    11.351,     0.072,     0.002,     0.302,    32.614,     0.023,     0.086,     0.023,     1.005,    14.173,     0.899,     0.000,     0.000,     3.506,
     q3.4 vectorwise,   638.453,     1.000,     3.108,     3.240,  1443.366,    11.430,     0.069,     0.002,     0.438,    35.522,     0.042,     0.083,     0.042,     1.313,     5.864,     1.374,     0.001,     0.000,     3.528,
     q4.1 hyper     ,  3322.583,     1.000,     0.762,     3.226,  2014.534,    58.912,     0.268,     0.100,     1.803,    44.898,     0.368,     0.603,     0.368,     0.185,    19.852,    26.645,     0.022,     0.000,    18.259,
     q4.1 vectorwise,  3331.508,     1.000,     1.020,     3.226,  2096.355,    59.060,     0.251,     0.100,     2.667,    60.258,     0.693,     0.629,     0.693,     3.927,    12.976,    19.609,     0.022,     0.000,    18.308,
     q4.2 hyper     ,  3245.362,     1.000,     0.744,     3.224,  2048.583,    57.500,     0.228,     0.077,     1.742,    42.797,     0.368,     0.599,     0.368,     0.106,    20.569,    25.476,     0.017,     0.000,    17.835,
     q4.2 vectorwise,  3104.376,     1.000,     1.074,     3.226,  2394.016,    55.029,     0.217,     0.073,     2.649,    59.104,     0.643,     0.669,     0.643,     3.828,    12.583,    18.164,     0.016,     0.000,    17.060,
     q4.3 hyper     ,  1530.936,     1.000,     1.347,     3.231,  1345.759,    27.187,     0.127,     0.020,     0.624,    36.608,     0.161,     0.186,     0.161,     0.021,    18.500,     8.934,     0.005,     0.000,     8.413,
     q4.3 vectorwise,  1300.841,     1.000,     1.758,     3.233,  1544.384,    23.109,     0.119,     0.032,     0.919,    40.618,     0.236,     0.181,     0.236,     1.960,     7.427,     5.671,     0.007,     0.000,     7.149,

############################################
### vectorSize=512
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
     q1.1 hyper     ,  1701.702,     1.000,     0.689,     3.243,  2005.606,    30.651,     0.309,     0.009,     0.332,    21.128,     0.689,     0.311,     0.689,     0.151,     8.258,     6.061,     0.002,     0.000,     9.452,
     q1.1 vectorwise,   631.005,     1.000,     1.999,     3.231,  5150.039,    11.324,     0.294,     0.038,     0.356,    22.641,     0.056,     0.296,     0.056,     2.317,     4.354,     3.244,     0.008,     0.000,     3.505,
     q1.2 hyper     ,   764.913,     1.000,     1.518,     3.239,  3623.209,    13.760,     0.251,     0.004,     0.230,    20.893,     0.204,     0.252,     0.204,     0.055,     8.734,     2.485,     0.001,     0.000,     4.249,
     q1.2 vectorwise,   538.353,     1.000,     2.069,     3.232,  5151.922,     9.664,     0.250,     0.072,     0.223,    19.998,     0.018,     0.252,     0.018,     2.197,     3.711,     3.353,     0.016,     0.000,     2.990,
     q1.3 hyper     ,   702.108,     1.000,     1.650,     3.238,  3922.864,    12.627,     0.249,     0.003,     0.228,    20.837,     0.172,     0.251,     0.172,     0.055,     8.690,     2.111,     0.001,     0.000,     3.900,
     q1.3 vectorwise,   526.293,     1.000,     2.096,     3.232,  5237.267,     9.449,     0.249,     0.072,     0.219,    19.800,     0.016,     0.251,     0.016,     2.168,     3.653,     3.228,     0.016,     0.000,     2.923,
     q2.1 hyper     ,  1976.328,     1.000,     0.954,     3.238,  1751.564,    35.330,     0.122,     0.029,     1.311,    33.698,     0.178,     0.313,     0.178,     0.093,    14.854,    13.767,     0.006,     0.000,    10.913,
     q2.1 vectorwise,  1553.830,     1.000,     1.499,     3.237,  2513.887,    27.768,     0.122,     0.042,     1.732,    41.614,     0.251,     0.353,     0.251,     1.997,     7.583,     7.573,     0.009,     0.000,     8.580,
     q2.2 hyper     ,   983.365,     1.000,     1.809,     3.239,  1127.196,    17.590,     0.076,     0.009,     0.957,    31.822,     0.072,     0.100,     0.072,     0.031,    14.257,     4.082,     0.002,     0.000,     5.430,
     q2.2 vectorwise,   860.751,     1.000,     2.361,     3.240,  1300.017,    15.398,     0.075,     0.011,     1.224,    36.353,     0.092,     0.101,     0.092,     1.431,     6.115,     3.033,     0.002,     0.000,     4.753,
     q2.3 hyper     ,   680.515,     1.000,     2.575,     3.240,  1150.324,    12.175,     0.066,     0.002,     0.126,    31.351,     0.053,     0.071,     0.053,     0.015,    14.099,     1.114,     0.000,     0.000,     3.758,
     q2.3 vectorwise,   618.673,     1.000,     3.116,     3.240,  1279.204,    11.069,     0.066,     0.001,     0.204,    34.485,     0.061,     0.072,     0.061,     1.173,     5.517,     0.991,     0.000,     0.000,     3.416,
     q3.1 hyper     ,  2468.645,     1.000,     1.005,     3.232,  3475.902,    44.081,     0.188,     0.036,     1.151,    44.293,     0.229,     0.777,     0.229,     1.448,    17.786,    15.337,     0.008,     0.000,    13.638,
     q3.1 vectorwise,  2643.879,     1.000,     1.398,     3.234,  3555.150,    47.230,     0.205,     0.055,     1.796,    66.049,     0.436,     0.851,     0.436,     4.262,    14.198,    13.063,     0.025,     0.000,    14.606,
     q3.2 hyper     ,  1043.281,     1.000,     1.802,     3.236,  2021.965,    18.649,     0.103,     0.007,     0.462,    33.601,     0.058,     0.191,     0.058,     1.023,    14.525,     4.256,     0.003,     0.000,     5.764,
     q3.2 vectorwise,  1055.111,     1.000,     2.072,     3.238,  2035.761,    18.874,     0.096,     0.011,     0.646,    39.110,     0.093,     0.194,     0.093,     1.754,     6.881,     4.853,     0.005,     0.000,     5.829,
     q3.3 hyper     ,   685.390,     1.000,     2.658,     3.239,  1386.809,    12.267,     0.072,     0.002,     0.303,    32.604,     0.023,     0.086,     0.023,     1.008,    14.188,     0.965,     0.001,     0.000,     3.787,
     q3.3 vectorwise,   617.946,     1.000,     3.168,     3.241,  1503.551,    11.064,     0.070,     0.002,     0.467,    35.046,     0.035,     0.084,     0.035,     1.243,     5.695,     1.326,     0.001,     0.000,     3.414,
     q3.4 hyper     ,   635.347,     1.000,     2.867,     3.238,  1505.353,    11.367,     0.072,     0.002,     0.302,    32.588,     0.023,     0.087,     0.023,     1.007,    14.192,     0.916,     0.001,     0.000,     3.510,
     q3.4 vectorwise,   610.967,     1.000,     3.199,     3.242,  1523.941,    10.942,     0.070,     0.002,     0.461,    35.004,     0.035,     0.084,     0.035,     1.232,     5.671,     1.248,     0.001,     0.000,     3.376,
     q4.1 hyper     ,  3333.615,     1.000,     0.760,     3.227,  1977.256,    59.107,     0.268,     0.100,     1.801,    44.899,     0.368,     0.593,     0.368,     0.185,    19.844,    26.868,     0.044,     0.000,    18.315,
     q4.1 vectorwise,  2968.197,     1.000,     1.092,     3.225,  2432.480,    52.594,     0.262,     0.090,     2.687,    57.448,     0.648,     0.650,     0.648,     3.441,    11.962,    15.805,     0.040,     0.000,    16.307,
     q4.2 hyper     ,  3254.697,     1.000,     0.742,     3.227,  2004.923,    57.700,     0.228,     0.077,     1.739,    42.795,     0.368,     0.588,     0.368,     0.107,    20.569,    25.712,     0.034,     0.000,    17.881,
     q4.2 vectorwise,  2785.812,     1.000,     1.150,     3.225,  2732.119,    49.351,     0.226,     0.063,     2.709,    56.743,     0.607,     0.685,     0.607,     3.444,    11.727,    14.707,     0.028,     0.000,    15.305,
     q4.3 hyper     ,  1531.281,     1.000,     1.345,     3.233,  1345.714,    27.200,     0.127,     0.020,     0.623,    36.593,     0.161,     0.186,     0.161,     0.021,    18.497,     8.943,     0.009,     0.000,     8.413,
     q4.3 vectorwise,  1219.666,     1.000,     1.816,     3.231,  1655.554,    21.650,     0.120,     0.033,     1.055,    39.319,     0.222,     0.182,     0.222,     1.744,     6.948,     5.029,     0.015,     0.000,     6.701,

############################################
### vectorSize=1024
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
     q1.1 hyper     ,  1700.951,     1.000,     0.689,     3.244,  2007.384,    30.653,     0.309,     0.009,     0.332,    21.128,     0.689,     0.311,     0.689,     0.151,     8.258,     6.058,     0.002,     0.000,     9.449,
     q1.1 vectorwise,   601.787,     1.000,     2.049,     3.232,  5329.577,    10.804,     0.290,     0.042,     0.443,    22.136,     0.049,     0.292,     0.049,     2.239,     4.166,     2.954,     0.009,     0.000,     3.343,
     q1.2 hyper     ,   763.637,     1.000,     1.520,     3.240,  3630.077,    13.744,     0.251,     0.004,     0.230,    20.896,     0.204,     0.252,     0.204,     0.055,     8.733,     2.466,     0.001,     0.000,     4.242,
     q1.2 vectorwise,   526.087,     1.000,     2.077,     3.232,  5271.936,     9.447,     0.250,     0.080,     0.253,    19.623,     0.012,     0.252,     0.012,     2.149,     3.571,     3.260,     0.018,     0.000,     2.923,
     q1.3 hyper     ,   701.075,     1.000,     1.652,     3.239,  3929.425,    12.614,     0.249,     0.003,     0.228,    20.836,     0.172,     0.251,     0.172,     0.055,     8.690,     2.099,     0.001,     0.000,     3.895,
     q1.3 vectorwise,   513.697,     1.000,     2.106,     3.233,  5361.671,     9.226,     0.249,     0.082,     0.236,    19.427,     0.010,     0.251,     0.010,     2.120,     3.516,     3.175,     0.018,     0.000,     2.854,
     q2.1 hyper     ,  1975.189,     1.000,     0.953,     3.239,  1894.847,    35.336,     0.122,     0.030,     1.311,    33.691,     0.178,     0.339,     0.178,     0.093,    14.857,    13.798,     0.007,     0.000,    10.909,
     q2.1 vectorwise,  1414.395,     1.000,     1.600,     3.236,  2807.849,    25.278,     0.131,     0.041,     1.736,    40.446,     0.233,     0.359,     0.233,     1.798,     7.168,     6.099,     0.009,     0.000,     7.811,
     q2.2 hyper     ,   968.312,     1.000,     1.837,     3.240,  1132.040,    17.326,     0.076,     0.009,     0.957,    31.827,     0.072,     0.099,     0.072,     0.033,    14.255,     3.976,     0.002,     0.000,     5.348,
     q2.2 vectorwise,   813.868,     1.000,     2.451,     3.239,  1356.140,    14.557,     0.075,     0.011,     1.283,    35.682,     0.089,     0.100,     0.089,     1.319,     5.874,     2.592,     0.002,     0.000,     4.495,
     q2.3 hyper     ,   680.011,     1.000,     2.578,     3.239,  1151.049,    12.166,     0.066,     0.001,     0.127,    31.364,     0.053,     0.071,     0.053,     0.014,    14.099,     1.104,     0.000,     0.000,     3.756,
     q2.3 vectorwise,   606.590,     1.000,     3.151,     3.240,  1306.293,    10.853,     0.066,     0.001,     0.284,    34.202,     0.058,     0.072,     0.058,     1.131,     5.414,     0.905,     0.000,     0.000,     3.350,
     q3.1 hyper     ,  2442.689,     1.000,     1.015,     3.234,  3495.708,    43.652,     0.187,     0.036,     1.151,    44.309,     0.229,     0.773,     0.229,     1.448,    17.781,    14.980,     0.008,     0.000,    13.498,
     q3.1 vectorwise,  2448.816,     1.000,     1.481,     3.232,  3904.624,    43.737,     0.212,     0.054,     1.835,    64.768,     0.396,     0.866,     0.396,     4.040,    13.737,    11.057,     0.012,     0.000,    13.532,
     q3.2 hyper     ,  1033.175,     1.000,     1.821,     3.233,  2073.240,    18.458,     0.104,     0.008,     0.465,    33.618,     0.058,     0.194,     0.058,     1.022,    14.555,     4.136,     0.002,     0.000,     5.709,
     q3.2 vectorwise,   991.292,     1.000,     2.169,     3.236,  2186.843,    17.727,     0.102,     0.011,     0.743,    38.447,     0.087,     0.196,     0.087,     1.641,     6.642,     4.176,     0.004,     0.000,     5.478,
     q3.3 hyper     ,   684.150,     1.000,     2.665,     3.238,  1384.472,    12.242,     0.072,     0.002,     0.302,    32.621,     0.023,     0.086,     0.023,     1.007,    14.197,     0.942,     0.001,     0.000,     3.781,
     q3.3 vectorwise,   600.407,     1.000,     3.234,     3.239,  1559.342,    10.747,     0.070,     0.002,     0.539,    34.750,     0.032,     0.085,     0.032,     1.192,     5.562,     1.196,     0.001,     0.000,     3.318,
     q3.4 hyper     ,   633.399,     1.000,     2.880,     3.237,  1505.261,    11.331,     0.073,     0.002,     0.302,    32.629,     0.023,     0.086,     0.023,     1.005,    14.191,     0.886,     0.001,     0.000,     3.500,
     q3.4 vectorwise,   593.410,     1.000,     3.269,     3.239,  1581.021,    10.619,     0.070,     0.002,     0.534,    34.718,     0.032,     0.085,     0.032,     1.185,     5.554,     1.106,     0.001,     0.000,     3.279,
     q4.1 hyper     ,  3309.412,     1.000,     0.766,     3.225,  2009.484,    58.641,     0.267,     0.100,     1.796,    44.898,     0.369,     0.599,     0.369,     0.185,    19.861,    26.490,     0.033,     0.000,    18.182,
     q4.1 vectorwise,  2766.446,     1.000,     1.142,     3.224,  2664.166,    49.021,     0.275,     0.086,     2.681,    55.990,     0.614,     0.664,     0.614,     3.185,    11.439,    13.816,     0.029,     0.000,    15.203,
     q4.2 hyper     ,  3237.380,     1.000,     0.746,     3.226,  2022.018,    57.388,     0.228,     0.077,     1.740,    42.790,     0.368,     0.589,     0.368,     0.107,    20.568,    25.468,     0.026,     0.000,    17.791,
