=== Job info ===
Job ID:   3189204
Node:     adroit-13
Start:    2026-05-05T00:18:43-04:00
Project:  /scratch/network/gl2969/cos_598i_final

=== CPU ===
Model name:                              Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz
Thread(s) per core:                      1
Core(s) per socket:                      16
Socket(s):                               2
CPU(s) scaling MHz:                      85%
CPU max MHz:                             3700.0000
CPU min MHz:                             1000.0000

=== NUMA ===
available: 2 nodes (0-1)
node 0 cpus: 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30
node 0 size: 191395 MB
node 0 free: 98553 MB
node 1 cpus: 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31
node 1 size: 193528 MB
node 1 free: 55271 MB
node distances:
node     0    1 
   0:   10   21 
   1:   21   10 

=== Kernel ===
randomize_va_space: 2
================

############################################
### vectorSize=1
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
      q10 vectorwise,    79.199,     1.000,     1.704,     3.148,  2471.383,    32.581,     0.229,     0.046,     0.918,    55.523,     0.137,     0.419,     0.137,     8.959,    17.418,     8.274,     0.010,     0.000,    10.352,
      q11 hyper     ,     8.092,     1.000,     1.879,     2.933,  2347.534,    29.297,     0.055,     0.002,     0.778,    55.043,     0.187,     0.384,     0.187,     5.643,    18.981,     3.666,     0.000,     0.000,     9.992,
      q11 vectorwise,    12.641,     1.000,     2.314,     3.125,  1313.721,    48.769,     0.037,     0.004,     2.063,   112.875,     0.272,     0.336,     0.272,    15.202,    32.103,     5.359,     0.001,     0.000,    15.608,
      q12 hyper     ,   172.221,     1.000,     0.661,     2.594,  1864.197,    59.554,     0.626,     0.115,     0.967,    39.347,     0.767,     0.701,     0.767,     2.972,    15.171,    21.729,     0.025,     0.000,    22.960,
      q12 vectorwise,   164.989,     1.000,     0.819,     2.583,  1957.462,    56.821,     0.616,     0.133,     0.997,    46.559,     0.678,     0.705,     0.678,     4.360,    11.365,    22.548,     0.029,     0.000,    21.996,
      q13 hyper     ,   135.291,     1.000,     1.427,     3.036,  1593.692,   248.951,     1.622,     0.026,     7.020,   355.153,     2.253,     2.141,     2.253,    37.695,   107.102,    36.365,     0.006,     0.000,    82.003,
      q13 vectorwise,   156.755,     1.000,     1.808,     3.110,  1300.921,   295.492,     1.479,     0.017,     8.889,   534.388,     2.558,     2.025,     2.558,    61.607,   149.633,    38.822,     0.003,     0.000,    95.008,
      q14 hyper     ,    32.199,     1.000,     0.877,     2.974,  2171.684,    15.441,     0.090,     0.021,     0.220,    13.545,     0.223,     0.185,     0.223,     0.453,     5.031,     4.920,     0.005,     0.000,     5.193,
      q14 vectorwise,    24.911,     1.000,     1.664,     2.784,  2716.332,    11.185,     0.086,     0.022,     0.215,    18.611,     0.031,     0.179,     0.031,     2.123,     3.654,     4.011,     0.004,     0.000,     4.018,
      q15 hyper     ,    34.702,     1.000,     0.876,     3.154,  2858.423,    18.206,     0.220,     0.024,     0.317,    15.948,     0.311,     0.270,     0.311,     0.676,     8.981,     4.702,     0.005,     0.000,     5.774,
      q15 vectorwise,    45.792,     1.000,     2.773,     3.191,  1842.009,    24.306,     0.184,     0.040,     0.537,    67.393,     0.042,     0.230,     0.042,    11.471,    22.554,     2.920,     0.009,     0.000,     7.619,
      q17 hyper     ,   261.502,     1.000,     1.386,     2.638,  3191.707,    56.540,     0.449,     0.005,     3.314,    78.344,     0.301,     1.121,     0.301,    10.354,    33.974,    13.556,     0.001,     0.000,    21.431,
      q17 vectorwise,   351.646,     1.000,     2.107,     2.880,  2149.055,    83.004,     0.387,     0.008,     4.736,   174.903,     0.413,     1.015,     0.413,    21.510,    51.408,    16.203,     0.002,     0.000,    28.818,

############################################
### vectorSize=512
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   185.923,     1.000,     0.900,     2.703,  2490.345,    67.000,     0.414,     0.056,     1.639,    60.276,     0.688,     1.011,     0.688,     7.808,    24.787,    20.862,     0.013,     0.000,    24.788,
       q4 vectorwise,   215.535,     1.000,     1.681,     2.814,  1612.843,    80.854,     0.371,     0.056,     2.567,   135.933,     0.633,     0.759,     0.633,    16.514,    40.403,    19.405,     0.012,     0.000,    28.735,
       q5 hyper     ,    53.322,     1.000,     1.170,     3.087,  2686.296,    21.484,     0.088,     0.010,     0.488,    25.130,     0.191,     0.306,     0.191,     0.143,     8.507,     6.597,     0.002,     0.000,     6.961,
       q5 vectorwise,    45.113,     1.000,     1.948,     3.102,  2885.116,    18.267,     0.081,     0.012,     0.542,    35.585,     0.078,     0.278,     0.078,     1.833,     6.226,     4.775,     0.003,     0.000,     5.889,
      q10 hyper     ,    74.871,     1.000,     0.684,     3.131,  2729.008,    30.643,     0.241,     0.035,     0.606,    20.956,     0.369,     0.438,     0.369,     1.329,     9.752,     9.847,     0.008,     0.000,     9.787,
      q10 vectorwise,    66.876,     1.000,     1.522,     3.161,  2877.102,    27.625,     0.217,     0.045,     0.939,    42.058,     0.128,     0.412,     0.128,     6.230,    11.939,     7.650,     0.011,     0.000,     8.742,
      q11 hyper     ,     7.921,     1.000,     1.888,     2.977,  2374.442,    29.115,     0.047,     0.002,     0.779,    54.970,     0.187,     0.380,     0.187,     5.636,    18.958,     3.562,     0.000,     0.000,     9.780,
      q11 vectorwise,    10.660,     1.000,     2.213,     3.141,  1391.132,    41.343,     0.019,     0.002,     1.854,    91.491,     0.256,     0.300,     0.256,    10.946,    23.604,     5.192,     0.000,     0.000,    13.162,
      q12 hyper     ,   172.289,     1.000,     0.666,     2.584,  1863.748,    59.343,     0.626,     0.115,     0.970,    39.545,     0.765,     0.701,     0.765,     2.988,    15.132,    21.817,     0.026,     0.000,    22.970,
      q12 vectorwise,   163.100,     1.000,     0.812,     2.578,  1967.834,    56.044,     0.613,     0.137,     1.049,    45.535,     0.671,     0.701,     0.671,     4.152,    10.926,    22.361,     0.030,     0.000,    21.745,
      q13 hyper     ,   135.250,     1.000,     1.425,     3.032,  1602.500,   248.560,     1.627,     0.025,     7.033,   354.314,     2.246,     2.152,     2.246,    38.080,   107.343,    36.100,     0.005,     0.000,    81.977,
      q13 vectorwise,   153.111,     1.000,     1.753,     3.105,  1397.180,   288.144,     1.490,     0.016,    11.270,   505.203,     2.520,     2.124,     2.520,    55.772,   139.323,    37.575,     0.003,     0.000,    92.801,
      q14 hyper     ,    32.148,     1.000,     0.879,     2.969,  2212.391,    15.390,     0.090,     0.021,     0.215,    13.533,     0.223,     0.188,     0.223,     0.464,     5.054,     4.933,     0.005,     0.000,     5.185,
      q14 vectorwise,    22.949,     1.000,     1.753,     2.735,  2960.146,    10.122,     0.087,     0.022,     0.221,    17.749,     0.027,     0.179,     0.027,     2.048,     3.413,     3.559,     0.005,     0.000,     3.701,
      q15 hyper     ,    34.790,     1.000,     0.873,     3.154,  2834.223,    18.255,     0.220,     0.024,     0.315,    15.933,     0.311,     0.269,     0.311,     0.674,     8.989,     4.742,     0.005,     0.000,     5.788,
      q15 vectorwise,    33.355,     1.000,     2.606,     3.179,  2389.112,    17.643,     0.172,     0.041,     0.625,    45.985,     0.042,     0.217,     0.042,     7.242,    14.101,     2.733,     0.009,     0.000,     5.550,
      q17 hyper     ,   261.452,     1.000,     1.382,     2.641,  3201.974,    56.582,     0.449,     0.005,     3.316,    78.177,     0.301,     1.124,     0.301,    10.341,    33.914,    13.509,     0.001,     0.000,    21.427,
      q17 vectorwise,   339.706,     1.000,     2.050,     2.868,  2264.608,    79.849,     0.390,     0.007,     6.447,   163.686,     0.392,     1.033,     0.392,    19.177,    46.949,    15.837,     0.002,     0.000,    27.840,

############################################
### vectorSize=1024
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   184.700,     1.000,     0.902,     2.710,  2467.889,    66.727,     0.409,     0.057,     1.646,    60.169,     0.686,     0.996,     0.686,     7.775,    24.756,    20.667,     0.012,     0.000,    24.624,
       q4 vectorwise,   207.573,     1.000,     1.635,     2.823,  1700.367,    78.115,     0.374,     0.054,     3.239,   127.751,     0.624,     0.771,     0.624,    14.703,    36.448,    19.007,     0.012,     0.000,    27.673,
       q5 hyper     ,    52.185,     1.000,     1.174,     3.125,  2778.075,    21.284,     0.086,     0.010,     0.489,    24.984,     0.193,     0.310,     0.193,     0.146,     8.493,     6.370,     0.002,     0.000,     6.812,
       q5 vectorwise,    42.745,     1.000,     2.034,     3.075,  3191.249,    17.158,     0.090,     0.011,     0.645,    34.907,     0.071,     0.292,     0.071,     1.732,     5.989,     4.289,     0.002,     0.000,     5.580,
      q10 hyper     ,    73.385,     1.000,     0.688,     3.160,  2795.628,    30.306,     0.237,     0.035,     0.614,    20.849,     0.371,     0.439,     0.371,     1.359,     9.813,     9.594,     0.007,     0.000,     9.593,
      q10 vectorwise,    58.443,     1.000,     1.405,     3.125,  3297.430,    23.874,     0.222,     0.047,     0.913,    33.549,     0.118,     0.413,     0.118,     4.600,     8.702,     6.894,     0.010,     0.000,     7.639,
      q11 hyper     ,     7.477,     1.000,     1.918,     3.104,  2511.427,    28.654,     0.056,     0.001,     0.784,    54.958,     0.187,     0.380,     0.187,     5.616,    19.017,     3.432,     0.000,     0.000,     9.232,
      q11 vectorwise,     9.756,     1.000,     2.164,     3.107,  1450.756,    37.424,     0.024,     0.002,     1.623,    80.986,     0.238,     0.286,     0.238,     8.880,    19.307,     5.073,     0.001,     0.000,    12.046,
      q12 hyper     ,   171.658,     1.000,     0.669,     2.583,  1869.058,    59.119,     0.626,     0.115,     0.964,    39.573,     0.774,     0.701,     0.774,     2.946,    15.164,    21.797,     0.025,     0.000,    22.885,
      q12 vectorwise,   161.752,     1.000,     0.802,     2.593,  1977.128,    55.923,     0.611,     0.135,     1.353,    44.848,     0.660,     0.699,     0.660,     4.034,    10.576,    21.871,     0.030,     0.000,    21.565,
      q13 hyper     ,   134.621,     1.000,     1.423,     3.050,  1607.047,   248.845,     1.615,     0.025,     7.009,   354.065,     2.241,     2.148,     2.241,    37.742,   106.772,    36.945,     0.005,     0.000,    81.597,
      q13 vectorwise,   151.865,     1.000,     1.734,     3.114,  1370.846,   286.608,     1.500,     0.018,    13.623,   496.897,     2.508,     2.067,     2.508,    53.690,   135.771,    37.582,     0.004,     0.000,    92.047,
      q14 hyper     ,    32.167,     1.000,     0.867,     2.973,  2167.958,    15.419,     0.090,     0.021,     0.216,    13.369,     0.222,     0.184,     0.222,     0.462,     5.030,     4.887,     0.005,     0.000,     5.188,
      q14 vectorwise,    21.010,     1.000,     1.858,     2.735,  3214.705,     9.266,     0.088,     0.022,     0.260,    17.217,     0.024,     0.178,     0.024,     1.938,     3.170,     3.082,     0.005,     0.000,     3.389,
      q15 hyper     ,    34.293,     1.000,     0.879,     3.185,  2873.610,    18.171,     0.221,     0.024,     0.323,    15.967,     0.312,     0.269,     0.312,     0.679,     8.997,     4.726,     0.005,     0.000,     5.706,
      q15 vectorwise,    26.753,     1.000,     2.505,     3.148,  2903.719,    14.009,     0.165,     0.041,     0.626,    35.089,     0.040,     0.212,     0.040,     5.066,     9.752,     2.542,     0.009,     0.000,     4.451,
      q17 hyper     ,   258.889,     1.000,     1.387,     2.654,  3225.953,    56.313,     0.450,     0.005,     3.324,    78.119,     0.300,     1.121,     0.300,    10.340,    33.901,    13.285,     0.001,     0.000,    21.217,
      q17 vectorwise,   340.440,     1.000,     1.961,     2.878,  2257.155,    80.306,     0.392,     0.009,     8.756,   157.444,     0.378,     1.032,     0.378,    17.919,    44.641,    15.677,     0.002,     0.000,    27.900,

############################################
### vectorSize=2048
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   189.666,     0.999,     0.896,     2.674,  2395.061,    67.527,     0.413,     0.059,     1.664,    60.516,     0.686,     0.992,     0.686,     7.874,    24.769,    21.220,     0.012,     0.000,    25.259,
       q4 vectorwise,   206.331,     1.000,     1.586,     2.819,  1721.257,    77.545,     0.375,     0.054,     3.652,   122.964,     0.615,     0.776,     0.615,    13.737,    34.665,    19.509,     0.012,     0.000,    27.507,
       q5 hyper     ,    53.577,     1.000,     1.149,     3.122,  2705.035,    21.832,     0.087,     0.010,     0.489,    25.082,     0.192,     0.310,     0.192,     0.135,     8.555,     6.892,     0.002,     0.000,     6.994,
       q5 vectorwise,    42.633,     1.000,     2.026,     3.071,  3264.965,    17.089,     0.091,     0.011,     0.759,    34.622,     0.067,     0.298,     0.067,     1.667,     5.858,     4.380,     0.002,     0.000,     5.566,
      q10 hyper     ,    74.602,     1.000,     0.692,     3.160,  2803.988,    30.814,     0.237,     0.035,     0.611,    21.309,     0.373,     0.448,     0.373,     1.388,     9.918,    10.077,     0.008,     0.000,     9.752,
      q10 vectorwise,    54.710,     1.000,     1.319,     3.114,  3543.139,    22.266,     0.222,     0.047,     0.840,    29.378,     0.112,     0.415,     0.112,     3.743,     7.013,     6.783,     0.010,     0.000,     7.151,
      q11 hyper     ,     7.529,     1.000,     1.902,     3.108,  2529.741,    28.891,     0.053,     0.001,     0.784,    54.946,     0.187,     0.385,     0.187,     5.643,    18.994,     3.554,     0.000,     0.000,     9.296,
      q11 vectorwise,     9.285,     1.000,     2.129,     3.108,  1498.477,    35.622,     0.020,     0.002,     1.453,    75.841,     0.237,     0.281,     0.237,     7.771,    17.165,     5.272,     0.000,     0.000,    11.464,
      q12 hyper     ,   173.042,     1.000,     0.661,     2.588,  1858.025,    59.699,     0.627,     0.116,     0.968,    39.482,     0.768,     0.702,     0.768,     2.966,    15.156,    22.018,     0.026,     0.000,    23.070,
      q12 vectorwise,   162.498,     1.000,     0.797,     2.578,  1943.608,    55.853,     0.603,     0.139,     1.347,    44.501,     0.664,     0.690,     0.664,     3.961,    10.485,    22.475,     0.031,     0.000,    21.664,
      q13 hyper     ,   134.734,     1.000,     1.424,     3.054,  1612.645,   249.398,     1.624,     0.025,     7.010,   355.245,     2.242,     2.158,     2.242,    38.042,   107.094,    37.001,     0.005,     0.000,    81.665,
      q13 vectorwise,   152.289,     1.000,     1.700,     3.112,  1360.436,   287.205,     1.494,     0.018,    15.052,   488.198,     2.496,     2.057,     2.496,    52.253,   133.073,    38.276,     0.004,     0.000,    92.303,
      q14 hyper     ,    32.348,     1.000,     0.871,     2.957,  2153.006,    15.427,     0.090,     0.021,     0.214,    13.430,     0.223,     0.184,     0.223,     0.452,     5.049,     5.000,     0.005,     0.000,     5.217,
      q14 vectorwise,    20.657,     1.000,     1.868,     2.721,  3293.532,     9.066,     0.088,     0.022,     0.287,    16.934,     0.020,     0.180,     0.020,     1.910,     3.073,     3.030,     0.007,     0.000,     3.332,
      q15 hyper     ,    34.574,     1.000,     0.873,     3.181,  2856.079,    18.293,     0.221,     0.024,     0.323,    15.965,     0.313,     0.269,     0.313,     0.679,     9.009,     4.821,     0.008,     0.000,     5.752,
      q15 vectorwise,    23.582,     1.000,     2.407,     3.139,  3252.768,    12.313,     0.161,     0.041,     0.571,    29.643,     0.038,     0.209,     0.038,     4.002,     7.559,     2.481,     0.014,     0.000,     3.923,
      q17 hyper     ,   262.099,     1.000,     1.362,     2.664,  3207.374,    57.221,     0.450,     0.005,     3.338,    77.912,     0.299,     1.129,     0.299,    10.321,    33.754,    13.984,     0.002,     0.000,    21.480,
      q17 vectorwise,   342.964,     1.000,     1.910,     2.878,  2243.874,    80.898,     0.390,     0.010,     9.386,   154.552,     0.373,     1.033,     0.373,    17.397,    43.444,    16.337,     0.003,     0.000,    28.106,

############################################
### vectorSize=4096
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   187.182,     1.000,     0.893,     2.709,  2449.757,    67.609,     0.412,     0.058,     1.654,    60.405,     0.687,     1.002,     0.687,     7.788,    24.542,    21.464,     0.013,     0.000,    24.955,
       q4 vectorwise,   207.949,     1.000,     1.549,     2.809,  1703.543,    77.863,     0.377,     0.055,     4.004,   120.597,     0.609,     0.774,     0.609,    13.327,    33.843,    19.558,     0.013,     0.000,    27.723,
       q5 hyper     ,    54.462,     1.000,     1.137,     3.090,  2639.258,    21.967,     0.088,     0.010,     0.483,    24.967,     0.194,     0.307,     0.194,     0.137,     8.529,     6.867,     0.002,     0.000,     7.109,
       q5 vectorwise,    42.324,     1.000,     2.033,     3.066,  3334.330,    16.937,     0.090,     0.011,     0.802,    34.432,     0.064,     0.302,     0.064,     1.630,     5.771,     4.267,     0.002,     0.000,     5.525,
      q10 hyper     ,    75.177,     1.000,     0.684,     3.141,  2758.253,    30.862,     0.236,     0.035,     0.617,    21.101,     0.371,     0.444,     0.371,     1.372,     9.774,    10.032,     0.008,     0.000,     9.827,
      q10 vectorwise,    52.457,     1.000,     1.265,     3.124,  3710.202,    21.421,     0.219,     0.046,     0.802,    27.088,     0.108,     0.417,     0.108,     3.291,     6.087,     6.644,     0.011,     0.000,     6.857,
      q11 hyper     ,     7.982,     1.000,     1.869,     2.968,  2374.434,    29.245,     0.045,     0.002,     0.780,    54.665,     0.186,     0.383,     0.186,     5.654,    18.985,     3.906,     0.000,     0.000,     9.856,
      q11 vectorwise,     9.228,     1.000,     2.090,     3.072,  1515.194,    34.994,     0.018,     0.002,     1.441,    73.123,     0.243,     0.283,     0.243,     7.217,    16.118,     5.408,     0.000,     0.000,    11.394,
      q12 hyper     ,   172.796,     1.000,     0.661,     2.591,  1853.980,    59.680,     0.627,     0.116,     0.965,    39.470,     0.770,     0.700,     0.770,     2.966,    15.149,    21.986,     0.026,     0.000,    23.037,
      q12 vectorwise,   163.460,     1.000,     0.781,     2.579,  1929.281,    56.196,     0.605,     0.145,     1.419,    43.879,     0.649,     0.689,     0.649,     3.913,    10.408,    23.001,     0.032,     0.000,    21.793,
      q13 hyper     ,   136.378,     1.000,     1.417,     3.023,  1575.978,   249.849,     1.617,     0.025,     7.001,   353.939,     2.247,     2.134,     2.247,    37.602,   107.212,    37.602,     0.006,     0.000,    82.660,
      q13 vectorwise,   154.144,     1.000,     1.668,     3.113,  1385.107,   290.838,     1.488,     0.016,    15.717,   485.038,     2.502,     2.120,     2.502,    51.236,   131.376,    40.197,     0.004,     0.000,    93.427,
      q14 hyper     ,    32.546,     1.000,     0.869,     2.974,  2155.999,    15.607,     0.090,     0.021,     0.217,    13.555,     0.223,     0.185,     0.223,     0.479,     5.072,     5.066,     0.005,     0.000,     5.249,
      q14 vectorwise,    20.662,     1.000,     1.904,     2.647,  3338.213,     8.821,     0.086,     0.021,     0.312,    16.795,     0.018,     0.182,     0.018,     1.894,     3.023,     2.874,     0.005,     0.000,     3.333,
      q15 hyper     ,    35.259,     1.000,     0.871,     3.129,  2792.774,    18.352,     0.221,     0.024,     0.325,    15.992,     0.313,     0.268,     0.313,     0.680,     9.003,     4.806,     0.005,     0.000,     5.866,
      q15 vectorwise,    22.099,     1.000,     2.320,     3.140,  3251.109,    11.544,     0.150,     0.041,     0.542,    26.777,     0.036,     0.196,     0.036,     3.440,     6.480,     2.656,     0.010,     0.000,     3.677,
      q17 hyper     ,   264.866,     1.000,     1.390,     2.625,  3147.880,    56.984,     0.456,     0.005,     3.327,    79.234,     0.304,     1.119,     0.304,    10.470,    34.352,    14.326,     0.001,     0.000,    21.707,
      q17 vectorwise,   346.814,     1.000,     1.863,     2.877,  2243.220,    81.764,     0.389,     0.009,     9.887,   152.328,     0.371,     1.045,     0.371,    17.062,    42.956,    16.348,     0.002,     0.000,    28.422,

############################################
### vectorSize=8192
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   185.845,     1.000,     0.908,     2.694,  2486.134,    66.739,     0.414,     0.057,     1.637,    60.570,     0.679,     1.009,     0.679,     7.765,    24.666,    21.131,     0.013,     0.000,    24.777,
       q4 vectorwise,   202.990,     1.000,     1.569,     2.813,  1753.449,    76.131,     0.377,     0.054,     4.290,   119.419,     0.550,     0.777,     0.550,    13.217,    33.636,    18.857,     0.011,     0.000,    27.062,
       q5 hyper     ,    53.705,     1.000,     1.162,     3.100,  2677.371,    21.728,     0.087,     0.010,     0.481,    25.252,     0.194,     0.308,     0.194,     0.137,     8.482,     6.557,     0.002,     0.000,     7.011,
       q5 vectorwise,    41.397,     1.000,     2.072,     3.055,  3521.027,    16.510,     0.090,     0.011,     0.828,    34.206,     0.060,     0.312,     0.060,     1.612,     5.730,     4.035,     0.002,     0.000,     5.404,
      q10 hyper     ,    74.939,     1.000,     0.682,     3.142,  2739.011,    30.771,     0.242,     0.036,     0.606,    20.983,     0.370,     0.440,     0.370,     1.331,     9.764,     9.920,     0.008,     0.000,     9.795,
      q10 vectorwise,    51.509,     1.000,     1.241,     3.108,  3760.497,    20.923,     0.220,     0.046,     0.814,    25.970,     0.107,     0.415,     0.107,     3.073,     5.684,     6.453,     0.011,     0.000,     6.733,
      q11 hyper     ,     7.934,     1.000,     1.887,     2.971,  2369.792,    29.106,     0.048,     0.002,     0.779,    54.916,     0.186,     0.380,     0.186,     5.647,    19.020,     3.620,     0.000,     0.000,     9.796,
      q11 vectorwise,     9.101,     1.000,     2.084,     3.063,  1453.978,    34.418,     0.015,     0.002,     1.406,    71.724,     0.238,     0.268,     0.238,     6.995,    15.604,     5.155,     0.000,     0.000,    11.237,
      q12 hyper     ,   172.232,     1.000,     0.665,     2.589,  1863.108,    59.439,     0.627,     0.115,     0.963,    39.550,     0.773,     0.701,     0.773,     2.946,    15.185,    21.915,     0.026,     0.000,    22.962,
      q12 vectorwise,   161.801,     1.000,     0.790,     2.582,  1941.743,    55.698,     0.604,     0.141,     1.446,    44.029,     0.644,     0.686,     0.644,     3.895,    10.322,    22.416,     0.032,     0.000,    21.572,
      q13 hyper     ,   135.713,     1.000,     1.420,     3.040,  1598.545,   250.011,     1.615,     0.027,     7.000,   354.897,     2.254,     2.154,     2.254,    37.594,   107.255,    38.056,     0.006,     0.000,    82.258,
      q13 vectorwise,   154.762,     1.000,     1.638,     3.109,  1454.837,   291.641,     1.501,     0.015,    16.338,   477.690,     2.549,     2.236,     2.549,    50.338,   129.583,    39.519,     0.003,     0.000,    93.801,
      q14 hyper     ,    32.069,     1.000,     0.868,     2.964,  2109.927,    15.328,     0.090,     0.021,     0.218,    13.298,     0.223,     0.179,     0.223,     0.443,     5.020,     4.821,     0.005,     0.000,     5.172,
      q14 vectorwise,    20.397,     1.000,     1.911,     2.669,  3350.986,     8.779,     0.086,     0.021,     0.409,    16.774,     0.016,     0.181,     0.016,     1.894,     3.010,     2.856,     0.005,     0.000,     3.290,
      q15 hyper     ,    35.038,     1.000,     0.873,     3.129,  2807.940,    18.237,     0.219,     0.024,     0.312,    15.925,     0.311,     0.268,     0.311,     0.675,     8.998,     4.759,     0.005,     0.000,     5.829,
      q15 vectorwise,    20.718,     1.000,     2.349,     3.135,  3198.588,    10.805,     0.135,     0.041,     0.616,    25.384,     0.035,     0.181,     0.035,     3.139,     5.921,     2.415,     0.009,     0.000,     3.447,
      q17 hyper     ,   262.219,     1.000,     1.396,     2.629,  3178.361,    56.487,     0.452,     0.005,     3.318,    78.836,     0.301,     1.119,     0.301,    10.388,    34.080,    13.674,     0.001,     0.000,    21.489,
      q17 vectorwise,   348.898,     1.000,     1.834,     2.889,  2386.940,    82.608,     0.393,     0.008,    10.055,   151.465,     0.385,     1.118,     0.385,    17.049,    42.404,    16.602,     0.001,     0.000,    28.593,

############################################
### vectorSize=16384
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   185.992,     1.000,     0.898,     2.700,  2486.382,    66.943,     0.414,     0.055,     1.637,    60.143,     0.681,     1.010,     0.681,     7.814,    24.744,    21.015,     0.013,     0.000,    24.796,
       q4 vectorwise,   201.038,     1.000,     1.593,     2.801,  1777.272,    75.068,     0.373,     0.054,     4.590,   119.587,     0.526,     0.780,     0.526,    13.176,    33.402,    18.643,     0.012,     0.000,    26.802,
       q5 hyper     ,    53.543,     1.000,     1.162,     3.097,  2697.959,    21.645,     0.088,     0.010,     0.489,    25.149,     0.190,     0.309,     0.190,     0.149,     8.458,     6.722,     0.002,     0.000,     6.990,
       q5 vectorwise,    42.029,     1.000,     2.068,     3.017,  3613.711,    16.550,     0.095,     0.011,     0.849,    34.232,     0.057,     0.325,     0.057,     1.618,     5.727,     3.999,     0.002,     0.000,     5.487,
      q10 hyper     ,    74.773,     1.000,     0.679,     3.141,  2750.115,    30.699,     0.240,     0.035,     0.615,    20.839,     0.369,     0.440,     0.369,     1.384,     9.764,     9.881,     0.007,     0.000,     9.774,
      q10 vectorwise,    51.472,     1.000,     1.226,     3.075,  3763.781,    20.684,     0.226,     0.046,     0.815,    25.356,     0.106,     0.415,     0.106,     2.963,     5.428,     6.489,     0.010,     0.000,     6.728,
      q11 hyper     ,     7.976,     1.000,     1.888,     2.953,  2306.920,    29.077,     0.053,     0.002,     0.795,    54.894,     0.187,     0.372,     0.187,     5.627,    18.996,     3.520,     0.000,     0.000,     9.848,
      q11 vectorwise,     9.149,     1.000,     2.066,     3.043,  1470.376,    34.372,     0.018,     0.002,     1.434,    70.997,     0.236,     0.272,     0.236,     6.835,    15.321,     5.150,     0.001,     0.000,    11.297,
      q12 hyper     ,   172.601,     1.000,     0.666,     2.584,  1861.105,    59.452,     0.625,     0.115,     0.967,    39.576,     0.770,     0.702,     0.770,     2.964,    15.142,    21.877,     0.025,     0.000,    23.011,
      q12 vectorwise,   161.529,     1.000,     0.793,     2.580,  1960.205,    55.556,     0.606,     0.138,     1.445,    44.029,     0.645,     0.692,     0.645,     3.891,    10.311,    22.149,     0.031,     0.000,    21.535,
      q13 hyper     ,   135.606,     1.000,     1.418,     3.036,  1585.182,   249.493,     1.615,     0.025,     7.040,   353.811,     2.250,     2.134,     2.250,    37.494,   106.711,    38.069,     0.006,     0.000,    82.192,
      q13 vectorwise,   157.779,     1.000,     1.599,     3.118,  1712.262,   298.174,     1.497,     0.015,    15.993,   476.748,     2.621,     2.683,     2.621,    50.007,   128.424,    42.530,     0.003,     0.000,    95.632,
      q14 hyper     ,    32.300,     1.000,     0.871,     2.964,  2169.269,    15.439,     0.090,     0.021,     0.217,    13.455,     0.223,     0.185,     0.223,     0.457,     5.048,     4.972,     0.005,     0.000,     5.209,
      q14 vectorwise,    20.143,     1.000,     1.908,     2.694,  3436.474,     8.750,     0.089,     0.022,     0.420,    16.693,     0.015,     0.183,     0.015,     1.877,     2.981,     2.854,     0.005,     0.000,     3.249,
      q15 hyper     ,    34.688,     1.000,     0.876,     3.158,  2839.793,    18.225,     0.217,     0.024,     0.323,    15.969,     0.313,     0.268,     0.313,     0.676,     8.979,     4.762,     0.005,     0.000,     5.771,
