=== Job info ===
Job ID:   3189204
Node:     adroit-13
Start:    2026-05-05T00:18:43-04:00
Project:  /scratch/network/gl2969/cos_598i_final

=== CPU ===
Model name:                              Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz
Thread(s) per core:                      1
Core(s) per socket:                      16
Socket(s):                               2
CPU(s) scaling MHz:                      85%
CPU max MHz:                             3700.0000
CPU min MHz:                             1000.0000

=== NUMA ===
available: 2 nodes (0-1)
node 0 cpus: 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30
node 0 size: 191395 MB
node 0 free: 98553 MB
node 1 cpus: 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31
node 1 size: 193528 MB
node 1 free: 55271 MB
node distances:
node     0    1 
   0:   10   21 
   1:   21   10 

=== Kernel ===
randomize_va_space: 2
================

############################################
### vectorSize=1
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
      q11 hyper     ,     7.971,     1.000,     1.897,     2.937,  2327.755,    28.900,     0.055,     0.002,     0.790,    54.819,     0.187,     0.375,     0.187,     5.612,    18.986,     3.762,     0.000,     0.000,     9.842,
      q11 vectorwise,    41.552,     1.000,     2.840,     3.209,   422.146,   164.591,     0.049,     0.002,     1.735,   467.456,     0.283,     0.355,     0.283,    84.605,   171.248,     8.130,     0.000,     0.000,    51.303,
      q12 hyper     ,   172.904,     1.000,     0.663,     2.583,  1857.581,    59.530,     0.626,     0.115,     0.967,    39.483,     0.768,     0.702,     0.768,     2.989,    15.132,    21.814,     0.025,     0.000,    23.052,
      q12 vectorwise,   212.493,     1.000,     1.092,     2.704,  1607.936,    76.600,     0.676,     0.120,     1.032,    83.644,     0.910,     0.746,     0.910,     9.314,    25.702,    25.756,     0.026,     0.000,    28.329,
      q13 hyper     ,   135.142,     1.000,     1.428,     3.037,  1592.982,   248.753,     1.628,     0.025,     7.036,   355.145,     2.241,     2.138,     2.241,    38.138,   107.389,    36.226,     0.006,     0.000,    81.912,
      q13 vectorwise,   365.583,     1.000,     2.567,     3.186,   576.220,   705.829,     1.488,     0.016,     6.026,  1811.636,     2.867,     2.092,     2.867,   317.546,   655.229,    44.841,     0.004,     0.000,   221.568,
      q14 hyper     ,    32.665,     1.000,     0.862,     2.965,  2137.254,    15.618,     0.093,     0.022,     0.214,    13.458,     0.222,     0.184,     0.222,     0.440,     5.019,     5.087,     0.005,     0.000,     5.268,
      q14 vectorwise,    48.393,     1.000,     1.736,     2.947,  1418.349,    23.002,     0.097,     0.024,     0.221,    39.930,     0.134,     0.181,     0.134,     4.491,    11.440,     7.941,     0.006,     0.000,     7.805,
      q15 hyper     ,    34.583,     1.000,     0.879,     3.159,  2838.917,    18.175,     0.219,     0.024,     0.322,    15.983,     0.311,     0.268,     0.311,     0.684,     9.008,     4.738,     0.005,     0.000,     5.754,
      q15 vectorwise,   158.684,     1.000,     2.919,     3.231,   564.467,    85.284,     0.199,     0.023,     0.351,   248.946,     0.176,     0.244,     0.176,    46.084,    94.419,     5.534,     0.005,     0.000,    26.400,
      q17 hyper     ,   262.211,     1.000,     1.394,     2.632,  3183.261,    56.556,     0.449,     0.005,     3.321,    78.843,     0.302,     1.121,     0.302,    10.434,    33.974,    13.659,     0.001,     0.000,    21.489,
      q17 vectorwise,  1199.208,     1.000,     2.855,     3.140,   666.181,   308.612,     0.402,     0.013,     2.457,   881.024,     0.394,     1.073,     0.394,   162.092,   330.047,    23.410,     0.003,     0.000,    98.273,

############################################
### vectorSize=16
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   186.463,     1.000,     0.897,     2.710,  2436.949,    67.369,     0.410,     0.057,     1.654,    60.405,     0.691,     0.992,     0.691,     7.779,    24.784,    21.139,     0.013,     0.000,    24.859,
       q4 vectorwise,   658.958,     1.000,     2.567,     3.105,   565.505,   272.748,     0.401,     0.063,     2.080,   700.111,     1.156,     0.814,     1.156,   128.743,   262.794,    27.443,     0.014,     0.000,    87.845,
       q5 hyper     ,    54.320,     1.000,     1.160,     3.070,  2634.050,    21.770,     0.088,     0.010,     0.486,    25.255,     0.190,     0.306,     0.190,     0.156,     8.432,     6.805,     0.002,     0.000,     7.091,
       q5 vectorwise,    69.926,     1.000,     1.864,     3.148,  1864.481,    28.736,     0.082,     0.013,     0.488,    53.551,     0.124,     0.279,     0.124,     4.612,    12.918,     6.752,     0.003,     0.000,     9.128,
      q10 hyper     ,    75.110,     1.000,     0.687,     3.129,  2755.935,    30.717,     0.236,     0.035,     0.615,    21.117,     0.371,     0.443,     0.371,     1.378,     9.873,     9.938,     0.008,     0.000,     9.818,
      q10 vectorwise,   133.092,     1.000,     2.063,     3.191,  1451.375,    55.506,     0.224,     0.042,     0.849,   114.529,     0.196,     0.414,     0.196,    20.096,    40.799,    10.228,     0.009,     0.000,    17.397,
      q11 hyper     ,     7.939,     1.000,     1.887,     2.971,  2348.964,    29.117,     0.046,     0.001,     0.779,    54.946,     0.187,     0.377,     0.187,     5.604,    19.009,     3.654,     0.000,     0.000,     9.801,
      q11 vectorwise,    36.105,     1.000,     2.887,     3.206,   512.311,   142.921,     0.036,     0.001,     1.649,   412.595,     0.313,     0.374,     0.313,    73.042,   144.869,     7.921,     0.000,     0.000,    44.580,
      q12 hyper     ,   172.437,     1.000,     0.665,     2.589,  1861.449,    59.505,     0.624,     0.115,     0.966,    39.597,     0.773,     0.701,     0.773,     2.952,    15.128,    21.990,     0.026,     0.000,    22.989,
      q12 vectorwise,   189.125,     1.000,     0.974,     2.657,  1756.227,    66.989,     0.646,     0.116,     1.003,    65.247,     0.827,     0.725,     0.827,     6.826,    18.388,    24.596,     0.026,     0.000,    25.214,
      q13 hyper     ,   135.968,     1.000,     1.420,     3.039,  1592.005,   250.455,     1.612,     0.027,     6.991,   355.621,     2.241,     2.149,     2.241,    37.635,   107.055,    37.813,     0.006,     0.000,    82.413,
      q13 vectorwise,   263.968,     1.000,     2.267,     3.166,   783.195,   506.494,     1.493,     0.017,     6.894,  1148.354,     2.940,     2.053,     2.940,   184.474,   394.681,    47.211,     0.004,     0.000,   159.985,
      q14 hyper     ,    32.373,     1.000,     0.871,     2.964,  2168.870,    15.473,     0.091,     0.021,     0.218,    13.474,     0.224,     0.186,     0.224,     0.453,     5.044,     4.996,     0.005,     0.000,     5.221,
      q14 vectorwise,    39.490,     1.000,     1.605,     2.895,  1814.202,    18.439,     0.091,     0.022,     0.217,    29.598,     0.090,     0.189,     0.090,     3.471,     7.891,     6.911,     0.005,     0.000,     6.369,
      q15 hyper     ,    35.382,     1.000,     0.872,     3.117,  2766.744,    18.349,     0.220,     0.024,     0.338,    15.993,     0.311,     0.267,     0.311,     0.676,     8.991,     4.830,     0.005,     0.000,     5.887,
      q15 vectorwise,   132.563,     1.000,     2.904,     3.238,   668.432,    71.409,     0.198,     0.025,     0.540,   207.375,     0.145,     0.242,     0.145,    38.476,    77.843,     5.021,     0.005,     0.000,    22.055,
      q17 hyper     ,   263.209,     1.000,     1.351,     2.649,  3155.218,    57.144,     0.444,     0.005,     3.317,    77.219,     0.298,     1.115,     0.298,    10.174,    33.968,    13.845,     0.001,     0.000,    21.571,
      q17 vectorwise,   768.638,     1.000,     2.669,     3.079,  1011.423,   193.951,     0.393,     0.012,     2.812,   517.671,     0.490,     1.044,     0.490,    89.709,   186.704,    19.198,     0.003,     0.000,    62.989,

############################################
### vectorSize=32
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   185.865,     1.000,     0.905,     2.691,  2486.740,    66.667,     0.414,     0.056,     1.639,    60.331,     0.677,     1.010,     0.677,     7.762,    24.736,    21.105,     0.013,     0.000,    24.780,
       q4 vectorwise,   423.836,     1.000,     2.396,     3.036,   859.944,   171.519,     0.383,     0.062,     1.655,   411.010,     0.885,     0.796,     0.885,    71.326,   148.397,    21.961,     0.013,     0.000,    56.501,
       q5 hyper     ,    53.856,     1.000,     1.164,     3.092,  2699.247,    21.739,     0.087,     0.010,     0.481,    25.300,     0.193,     0.311,     0.193,     0.145,     8.463,     6.600,     0.002,     0.000,     7.030,
       q5 vectorwise,    59.967,     1.000,     1.817,     3.152,  2200.220,    24.673,     0.079,     0.013,     0.489,    44.826,     0.116,     0.282,     0.116,     3.430,    10.081,     6.063,     0.003,     0.000,     7.828,
      q10 hyper     ,    74.588,     1.000,     0.683,     3.136,  2751.209,    30.574,     0.237,     0.035,     0.608,    20.871,     0.369,     0.439,     0.369,     1.373,     9.711,     9.743,     0.008,     0.000,     9.750,
      q10 vectorwise,   117.247,     1.000,     2.042,     3.179,  1654.856,    48.713,     0.227,     0.043,     0.840,    99.495,     0.172,     0.415,     0.172,    17.357,    34.759,     9.418,     0.009,     0.000,    15.326,
      q11 hyper     ,     7.900,     1.000,     1.898,     2.968,  2345.648,    28.948,     0.045,     0.001,     0.777,    54.934,     0.187,     0.375,     0.187,     5.649,    18.951,     3.550,     0.000,     0.000,     9.754,
      q11 vectorwise,    28.994,     1.000,     2.769,     3.209,   605.435,   114.862,     0.039,     0.002,     1.779,   318.023,     0.333,     0.355,     0.333,    55.881,   113.304,     6.106,     0.000,     0.000,    35.798,
      q12 hyper     ,   171.905,     1.000,     0.664,     2.598,  1863.199,    59.542,     0.623,     0.116,     0.971,    39.532,     0.767,     0.700,     0.767,     2.997,    15.132,    21.616,     0.026,     0.000,    22.918,
      q12 vectorwise,   177.385,     1.000,     0.893,     2.633,  1851.854,    62.268,     0.634,     0.114,     0.989,    55.593,     0.764,     0.717,     0.764,     5.583,    14.797,    23.593,     0.025,     0.000,    23.649,
      q13 hyper     ,   136.291,     1.000,     1.417,     3.035,  1619.868,   250.701,     1.611,     0.026,     6.993,   355.197,     2.249,     2.192,     2.249,    37.672,   107.379,    37.801,     0.006,     0.000,    82.607,
      q13 vectorwise,   207.145,     1.000,     2.075,     3.147,   987.616,   395.030,     1.497,     0.016,     6.495,   819.820,     2.801,     2.031,     2.801,   119.123,   264.234,    43.057,     0.003,     0.000,   125.548,
      q14 hyper     ,    32.248,     1.000,     0.873,     2.970,  2171.547,    15.445,     0.090,     0.021,     0.218,    13.479,     0.222,     0.185,     0.222,     0.462,     5.045,     4.936,     0.005,     0.000,     5.201,
      q14 vectorwise,    34.440,     1.000,     1.543,     2.867,  2081.730,    15.923,     0.089,     0.022,     0.216,    24.573,     0.065,     0.189,     0.065,     2.903,     5.975,     6.327,     0.005,     0.000,     5.555,
      q15 hyper     ,    35.207,     1.000,     0.876,     3.118,  2783.093,    18.262,     0.220,     0.024,     0.323,    15.990,     0.312,     0.267,     0.312,     0.680,     8.994,     4.774,     0.005,     0.000,     5.858,
      q15 vectorwise,   112.439,     1.000,     2.910,     3.232,   792.661,    60.451,     0.194,     0.029,     0.485,   175.892,     0.104,     0.243,     0.104,    32.689,    65.605,     4.647,     0.007,     0.000,    18.707,
      q17 hyper     ,   262.039,     1.000,     1.376,     2.641,  3182.497,    56.705,     0.449,     0.005,     3.319,    78.019,     0.299,     1.120,     0.299,    10.314,    33.775,    13.477,     0.001,     0.000,    21.475,
      q17 vectorwise,   544.711,     1.000,     2.492,     3.011,  1403.346,   134.408,     0.389,     0.009,     2.472,   334.995,     0.499,     1.026,     0.499,    53.391,   114.688,    17.381,     0.002,     0.000,    44.639,

############################################
### vectorSize=64
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   187.292,     1.000,     0.895,     2.694,  2450.919,    67.277,     0.409,     0.056,     1.650,    60.195,     0.687,     1.003,     0.687,     7.811,    24.576,    21.213,     0.012,     0.000,    24.970,
       q4 vectorwise,   315.382,     1.000,     2.130,     2.959,  1126.720,   124.409,     0.375,     0.058,     1.758,   264.981,     0.780,     0.776,     0.780,    42.373,    91.010,    21.461,     0.014,     0.000,    42.044,
       q5 hyper     ,    54.358,     1.000,     1.149,     3.060,  2630.524,    21.710,     0.089,     0.010,     0.489,    24.947,     0.190,     0.306,     0.190,     0.148,     8.508,     6.853,     0.002,     0.000,     7.096,
       q5 vectorwise,    56.372,     1.000,     1.783,     3.136,  2292.105,    23.072,     0.079,     0.013,     0.496,    41.140,     0.116,     0.276,     0.116,     2.678,     8.224,     6.426,     0.003,     0.000,     7.359,
      q10 hyper     ,    75.280,     1.000,     0.682,     3.146,  2761.326,    30.951,     0.242,     0.035,     0.609,    21.118,     0.371,     0.445,     0.371,     1.351,     9.829,    10.078,     0.008,     0.000,     9.840,
      q10 vectorwise,   104.898,     1.000,     1.982,     3.175,  1919.964,    43.527,     0.231,     0.043,     0.823,    86.285,     0.148,     0.431,     0.148,    14.984,    29.597,     9.194,     0.009,     0.000,    13.712,
      q11 hyper     ,     7.999,     1.000,     1.871,     2.963,  2355.626,    29.259,     0.048,     0.001,     0.808,    54.744,     0.187,     0.381,     0.187,     5.641,    18.977,     3.649,     0.001,     0.000,     9.876,
      q11 vectorwise,    22.073,     1.000,     2.612,     3.195,   807.718,    87.059,     0.038,     0.002,     2.167,   227.414,     0.329,     0.361,     0.329,    37.853,    76.963,     6.582,     0.001,     0.000,    27.253,
      q12 hyper     ,   172.585,     1.000,     0.664,     2.591,  1860.978,    59.624,     0.627,     0.116,     0.967,    39.586,     0.768,     0.702,     0.768,     2.973,    15.145,    21.976,     0.038,     0.000,    23.009,
      q12 vectorwise,   169.475,     1.000,     0.860,     2.621,  1940.019,    59.213,     0.631,     0.123,     1.003,    50.931,     0.704,     0.718,     0.704,     4.986,    12.869,    22.694,     0.039,     0.000,    22.595,
      q13 hyper     ,   135.781,     1.000,     1.426,     3.027,  1582.436,   249.094,     1.623,     0.026,     7.028,   355.291,     2.254,     2.134,     2.254,    37.726,   107.246,    36.626,     0.008,     0.000,    82.300,
      q13 vectorwise,   179.085,     1.000,     1.915,     3.125,  1181.929,   339.144,     1.490,     0.015,     7.845,   649.617,     2.715,     2.102,     2.715,    85.211,   197.546,    39.810,     0.005,     0.000,   108.541,
      q14 hyper     ,    32.276,     1.000,     0.872,     2.969,  2175.570,    15.454,     0.090,     0.021,     0.216,    13.471,     0.223,     0.186,     0.223,     0.460,     5.045,     4.964,     0.007,     0.000,     5.205,
      q14 vectorwise,    31.121,     1.000,     1.525,     2.838,  2255.242,    14.243,     0.088,     0.021,     0.215,    21.720,     0.044,     0.185,     0.044,     2.561,     4.874,     5.876,     0.007,     0.000,     5.019,
      q15 hyper     ,    35.004,     1.000,     0.873,     3.136,  2822.395,    18.262,     0.221,     0.024,     0.309,    15.945,     0.310,     0.269,     0.310,     0.682,     9.011,     4.774,     0.008,     0.000,     5.824,
      q15 vectorwise,    90.829,     1.000,     2.884,     3.219,   965.281,    48.641,     0.195,     0.035,     0.548,   140.274,     0.068,     0.239,     0.068,    25.976,    51.724,     4.213,     0.012,     0.000,    15.111,
      q17 hyper     ,   264.298,     1.000,     1.384,     2.622,  3174.264,    56.780,     0.448,     0.005,     3.304,    78.611,     0.302,     1.126,     0.302,    10.324,    34.586,    13.931,     0.002,     0.000,    21.660,
      q17 vectorwise,   431.183,     1.000,     2.364,     2.933,  1738.652,   103.635,     0.389,     0.009,     2.834,   245.011,     0.445,     1.007,     0.445,    35.274,    78.705,    16.546,     0.003,     0.000,    35.336,

############################################
### vectorSize=128
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   184.651,     1.000,     0.907,     2.708,  2461.242,    66.669,     0.410,     0.057,     1.646,    60.487,     0.686,     0.993,     0.686,     7.787,    24.786,    20.553,     0.012,     0.000,    24.618,
       q4 vectorwise,   252.357,     1.000,     1.958,     2.903,  1377.117,    97.668,     0.366,     0.058,     1.997,   191.240,     0.653,     0.759,     0.653,    27.527,    61.589,    19.492,     0.015,     0.000,    33.642,
       q5 hyper     ,    52.324,     1.000,     1.180,     3.122,  2751.860,    21.320,     0.087,     0.010,     0.490,    25.157,     0.191,     0.308,     0.191,     0.142,     8.479,     6.405,     0.002,     0.000,     6.831,
       q5 vectorwise,    51.670,     1.000,     1.827,     3.109,  2497.735,    20.967,     0.080,     0.013,     0.500,    38.303,     0.103,     0.276,     0.103,     2.251,     7.240,     5.559,     0.003,     0.000,     6.745,
      q10 hyper     ,    73.722,     1.000,     0.692,     3.159,  2789.898,    30.439,     0.238,     0.035,     0.610,    21.066,     0.371,     0.440,     0.371,     1.377,     9.782,     9.710,     0.008,     0.000,     9.636,
      q10 vectorwise,    92.579,     1.000,     1.865,     3.164,  2067.558,    38.291,     0.225,     0.044,     0.876,    71.430,     0.147,     0.410,     0.147,    12.058,    23.603,     8.716,     0.010,     0.000,    12.102,
      q11 hyper     ,     7.611,     1.000,     1.906,     3.067,  2501.211,    28.820,     0.054,     0.001,     0.775,    54.923,     0.187,     0.385,     0.187,     5.629,    18.970,     3.515,     0.000,     0.000,     9.397,
      q11 vectorwise,    16.042,     1.000,     2.471,     3.146,  1097.101,    62.298,     0.044,     0.003,     2.157,   153.934,     0.287,     0.356,     0.287,    23.425,    48.237,     5.642,     0.001,     0.000,    19.807,
      q12 hyper     ,   171.546,     1.000,     0.670,     2.583,  1863.480,    59.070,     0.623,     0.115,     0.962,    39.574,     0.776,     0.698,     0.776,     2.947,    15.176,    21.630,     0.026,     0.000,    22.871,
      q12 vectorwise,   165.399,     1.000,     0.846,     2.591,  1954.562,    57.127,     0.620,     0.127,     0.992,    48.305,     0.695,     0.706,     0.695,     4.596,    11.988,    22.249,     0.028,     0.000,    22.051,
      q13 hyper     ,   134.561,     1.000,     1.428,     3.066,  1614.646,   250.055,     1.619,     0.025,     6.984,   357.161,     2.252,     2.157,     2.252,    37.659,   107.767,    36.738,     0.006,     0.000,    81.559,
      q13 vectorwise,   163.555,     1.000,     1.843,     3.122,  1247.906,   309.498,     1.490,     0.017,     8.131,   570.504,     2.632,     2.027,     2.632,    68.418,   164.536,    39.058,     0.004,     0.000,    99.130,
      q14 hyper     ,    32.108,     1.000,     0.879,     2.983,  2151.076,    15.446,     0.090,     0.021,     0.224,    13.577,     0.223,     0.182,     0.223,     0.441,     5.020,     4.842,     0.005,     0.000,     5.179,
      q14 vectorwise,    27.262,     1.000,     1.593,     2.863,  2548.046,    12.585,     0.084,     0.021,     0.211,    20.047,     0.043,     0.184,     0.043,     2.349,     4.237,     4.891,     0.005,     0.000,     4.397,
      q15 hyper     ,    34.413,     1.000,     0.878,     3.177,  2860.013,    18.188,     0.221,     0.024,     0.322,    15.978,     0.312,     0.268,     0.312,     0.681,     8.989,     4.737,     0.005,     0.000,     5.725,
      q15 vectorwise,    67.324,     1.000,     2.830,     3.204,  1302.319,    35.886,     0.191,     0.038,     0.519,   101.564,     0.055,     0.239,     0.055,    18.118,    36.031,     3.614,     0.004,     0.000,    11.201,
      q17 hyper     ,   259.377,     1.000,     1.388,     2.656,  3209.605,    56.464,     0.449,     0.005,     3.316,    78.353,     0.301,     1.118,     0.301,    10.352,    33.892,    13.258,     0.001,     0.000,    21.257,
      q17 vectorwise,   374.870,     1.000,     2.217,     2.911,  2015.731,    89.434,     0.392,     0.008,     3.546,   198.239,     0.460,     1.015,     0.460,    26.190,    60.588,    15.882,     0.001,     0.000,    30.721,

############################################
### vectorSize=256
############################################
                name,      time,      CPUs,       IPC,       GHz, Bandwidth,    cycles,LLC-misses,LLC-misses2, l1-misses,    instr.,br. misses,    all_rd,br. misses,    stores,     loads, mem_stall,local_dram,remote_dram,task-clock,
       q4 hyper     ,   185.919,     1.000,     0.908,     2.691,  2504.032,    66.698,     0.414,     0.056,     1.630,    60.548,     0.683,     1.017,     0.683,     7.803,    24.750,    20.994,     0.013,     0.000,    24.787,
       q4 vectorwise,   227.773,     1.000,     1.830,     2.831,  1519.059,    85.962,     0.371,     0.056,     2.254,   157.313,     0.637,     0.756,     0.637,    20.889,    48.954,    18.984,     0.012,     0.000,    30.366,
       q5 hyper     ,    53.695,     1.000,     1.145,     3.100,  2708.696,    21.730,     0.088,     0.010,     0.485,    24.882,     0.194,     0.311,     0.194,     0.130,     8.556,     6.606,     0.002,     0.000,     7.010,
       q5 vectorwise,    48.186,     1.000,     1.884,     3.080,  2646.042,    19.376,     0.076,     0.011,     0.503,    36.507,     0.084,     0.273,     0.084,     2.066,     6.718,     5.286,     0.003,     0.000,     6.291,
      q10 hyper     ,    74.905,     1.000,     0.692,     3.130,  2773.766,    30.641,     0.240,     0.035,     0.607,    21.197,     0.371,     0.445,     0.371,     1.377,     9.899,     9.875,     0.008,     0.000,     9.791,
